"X1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_picth_belt","skewness_roll_belt","skewness_roll_belt.1","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","skewness_pitch_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
6915,"carlitos",1323084291,996328,"05/12/2011 11:24",365,0.65,5.4,-90.5,3,"-0.109078","-0.389102","-1.379233",-90.5,3,"-1.1",-91.3,2,"-1.1",0.8,0.2,0.8,0.1,0,5.7,0.2,0.1,-90.8,0.2,0.05,-0.02,0,-0.05,-14,3,22,32,598,-307,124,-49.1,-40.8,27,65.5978,81.2097,16.0472,257.5122,-25.0239,21.1165,445.9077,41.6955,43.5003,1892.2755,-2.62,1.03,-0.2,95,-3,-252,660,-257,-256,-1.28339,"-1.08842","-1.51565",0.44424,"-0.33370","-0.13332",11.8,102,32,-49.5,-40.8,10,61.3,142.8,22,31.3,15.5,121.9,-0.1312,21.2,130.4,-0.7,8.2,111.2,-0.7,12.97,19.27,0,7,0.1978,32.3319,5.4076,29.2421,15.4351,3.4222,11.7115,120.7882,5.123,26.2452,-0.02,-0.02,-0.16,11,22,67,-481,343,126,-179,51.5,-135,"-0.9777","0.6482","#DIV/0!","0.5500","-1.1736","#DIV/0!",51.5,-62.9,"-1.0",25.9,-135,"-1.0",25.6,72.1,"0.00",24,25.36989,-154,9.06274,82.13333,35.51935,8.21882,67.54895,-82.88065,19.8857,395.44095,-0.59,3.9,1.28,-127,-29,-198,-489,-262,291,"B"
6945,"carlitos",1323084292,992374,"05/12/2011 11:24",366,1.36,3.14,-90.5,3,"0.222828","0.188083","-0.298575",-90,4,"-0.7",-90.5,2,"-0.7",0.5,0.3,0.8,0.3,0.1,3.6,1.3,1.8,-90.3,0.1,0.02,0.02,0,0,-11,5,22,10,607,-313,77.6,2.64,91.1,27,109.0825,118.8475,31.4939,991.8685,-30.6338,15.3738,236.3524,-10.4154,62.4008,3893.8575,1.91,-0.53,-0.39,-204,171,-30,-106,370,530,-0.5436,"-1.56205","-1.09273",0.78969,"0.27026","0.34012",2.6,91.1,49,-48.4,-83.3,14,51.04,174.4,35,-20.9,11.2,133.3,0.698,22.4,152,2.4,-7.1,116,2.4,29.48,36.01,0,6,0.9464,18.1693,15.9703,255.0509,11.61,5.4405,29.599,130.7304,7.6819,59.0116,0.37,-0.29,-0.39,7,-13,61,-537,279,84,165,37.8,-176,"-1.1657","5.9493","#DIV/0!","0.4157","-2.5254","#DIV/0!",53,178,"-1.2",-13.8,-176,"-1.2",66.8,354,"0.00",31,53.38689,146.32787,8.6134,74.19071,12.3782,21.64346,468.4392,94.65738,81.94486,6714.95949,-0.34,-4.95,-0.69,-92,193,-216,-652,73,397,"B"
7324,"adelmo",1322832831,988310,"02/12/2011 13:33",516,125,-43.6,167,18,"10.076000","-0.285521","-3.403870",169,18,"-1.1",167,17,"-1.1",2,0.1,125,0,0,-44.1,0.4,0.2,168.2,0.7,0.55,0.11,0.11,-0.18,52,42,-158,164,606,-307,63.6,51.3,33.6,24,36.9488,50.9122,5.7369,32.9121,10.5205,29.2417,855.0789,12.6707,13.6603,186.6035,1.09,-0.77,0.48,-230,-22,23,-116,332,584,-1.47973,"-0.70862","-0.59112",-0.19651,"-0.47240","-0.28432",51.3,33.6,24,-32.2,-15.4,2,83.5,49,22,96.5,-11.8,-59.1,0.6654,-11.8,-48.7,1,-39.2,-110.4,1,27.37,61.74,0,18,2.011,61.5044,21.7791,474.3313,-28.9565,6.3366,40.1523,-85.9511,18.5246,343.1611,-0.26,1.06,-0.03,-21,146,-99,-371,469,97,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",42,7.15976,0,0,0,0,0,0,0,0,0,0.19,3.21,0.95,-252,323,50,-697,539,819,"B"
7363,"adelmo",1322832834,952304,"02/12/2011 13:33",518,126,-42.9,164,18,"48.000000","-0.318272","-6.928203",166,18,"-1.4",164,17,"-1.4",2,0,126.2,0.4,0.1,-43.2,0.3,0.1,165.2,0.8,0.65,0.11,0.11,-0.18,52,43,-160,165,608,-311,-46.2,51.1,-102,26,4.9996,-109.1979,23.5893,556.4564,63.6,4.8504,23.5264,14.5,163.2581,26653.1915,-3.12,0.47,0.43,-199,-24,161,153,193,615,-0.44063,"-2.03209","-0.88068",-0.42475,"-0.11609","-0.88022",71.3,179,31,51.1,-180,24,20.2,359,7,88.4,-27.5,-61,1.0177,-27.2,-61,-0.8,-33,-106.2,-0.8,5.8,45.19,0,17,0.3293,56.2207,10.5293,110.8654,-29.5422,1.5608,2.4361,-91.5506,9.7804,95.6568,-0.56,1.16,0.34,-46,131,-97,-470,366,105,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",36,0.49956,0,0,0,0,0,0,0,0,0,1.24,0.55,0.98,24,348,-42,15,684,483,"B"
7496,"adelmo",1322832842,976274,"02/12/2011 13:34",524,127,-43.7,164,18,"44.000000","-2.947500","-6.633250",164,18,"7.0",163,17,"7.0",1,0,127,0,0,-43.6,0.1,0,163.9,0.3,0.08,0.13,0.11,-0.16,53,44,-160,160,601,-317,17.3,8.52,-18.5,5,243.046,-29.215,59.9997,3599.9623,-55.2648,30.4302,925.995,28.3132,54.4101,2960.4557,2.86,-1.32,0.38,-32,-13,34,458,256,432,-0.84417,"-1.72400","-1.49701",0.80582,"0.46990","-0.49797",8.5,106,44,-84.6,-19.2,3,93.12,125.2,41,103.3,-21.8,-48.3,-0.5118,27.7,-28.7,-1.2,-21.8,-48.3,-1.2,49.47,19.59,0,19,4.1438,115.0085,4.1671,17.365,11.2846,15.9217,253.4991,-36.6314,6.254,39.1129,0.8,-0.66,-0.44,-40,159,-86,-442,382,136,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",31,79.58721,0,0,0,0,0,0,0,0,0,1.17,-1.57,-0.46,-288,75,31,-454,-274,357,"B"
7520,"adelmo",1322832843,968377,"02/12/2011 13:34",525,126,-43.4,163,18,"40.000000","-0.282242","-6.324555",165,18,"0.2",163,17,"0.2",2,0,126.7,0.5,0.2,-43.6,0.2,0.1,163.8,0.5,0.27,0.13,0.13,-0.18,50,44,-160,162,610,-305,6.15,62.8,-47.1,25,23.6308,12.577,5.0121,25.1209,51.5875,16.5432,273.6786,-32.36,10.691,114.2968,-0.37,-0.19,0.77,-246,-23,18,-235,329,564,-0.19932,"-1.76385","1.02593",-1.00584,"-0.19329","-1.32177",66.4,-18.9,28,12.3,-47.1,10,54.1,28.2,18,42,-33.7,-101.8,0.7603,-5.5,-49.1,1.3,-36.3,-101.9,1.3,30.78,52.77,0,17,0.3359,66.3289,15.2772,233.3932,-25.0486,6.5953,43.4974,-83.7554,12.6917,161.0798,0.05,-0.1,0.1,-56,69,-144,-540,274,86,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",28,2.1,0,0,0,0,0,0,0,0,0,0.19,3.56,1.35,-276,34,-19,-430,-316,337,"B"
7570,"adelmo",1322832845,992721,"02/12/2011 13:34",527,127,-43.5,164,18,"11.094417","0.382982","-3.548480",164,18,"-1.9",163,17,"-1.9",1,0.1,127,0,0,-43.3,0.1,0,163.4,0.5,0.25,0.11,0.11,-0.16,49,44,-162,164,605,-311,23.1,-18.8,-7.15,6,151.5576,-50.9318,74.5658,5560.0571,-66.0182,21.172,448.2545,57.9239,67.9521,4617.4841,2.79,-1.35,0.34,49,-27,-23,675,130,208,-0.4703,"-1.91040","-0.34005",1.02033,"0.06654","-1.05599",-18.8,144,45,-88.2,-14.9,6,69.4,158.9,39,117.9,22.1,-31.8,-0.9479,22.5,-29,-1.2,-26.1,-70.7,-1.2,48.68,41.62,0,24,6.3525,111.0087,10.7016,114.5249,4.2144,15.8342,250.7218,-42.5261,11.1159,123.5624,0.21,0,-0.2,52,219,-74,-140,554,171,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",42,30.13689,0,0,0,0,0,0,0,0,0,1.49,-2.49,-0.48,-305,275,-10,-665,93,508,"B"
7607,"adelmo",1322832848,936338,"02/12/2011 13:34",529,126,-43.8,164,18,"4.169967","-5.744563","-2.433219",164,18,"33.0",163,17,"33.0",1,0.1,126.2,0.4,0.2,-43.7,0.1,0,164,0.2,0.03,0.06,0.11,-0.18,48,43,-160,159,610,-307,34.8,-73.1,-22.9,33,12.6534,-88.4152,78.4563,6155.3945,-81.7727,3.315,10.9889,76.4709,86.8648,7545.4888,3.02,-1.61,1.26,71,-161,-274,621,-150,-360,0.46572,"0.49470","-1.18347",0.02999,"-1.04030","-0.45162",-73.1,168,44,-88.8,-175,33,15.7,343,11,118,17.5,-34.6,0.0951,18,-34.3,-1.6,-26.8,-57.3,-1.6,44.82,22.94,0,24,5.1932,108.857,8.3676,70.0163,-2.6395,16.0891,258.8601,-45.1162,7.3613,54.1882,0.14,0.22,-0.26,41,218,-80,-177,549,167,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",53,9.1553,0,0,0,0,0,0,0,0,0,1.43,-1.19,0.54,-6,518,-10,-209,808,706,"B"
7663,"adelmo",1322832851,980387,"02/12/2011 13:34",531,126,-44.7,166,18,"18.296250","0.885915","-4.407529",166,18,"1.2",164,17,"1.2",2,0,126,0,0,-44.4,0.2,0,165.2,0.4,0.19,0.1,0.11,-0.16,51,43,-164,168,607,-308,30.5,-42.7,-13.6,19,36.198,-25.849,57.8554,3347.2419,-77.019,12.3861,153.4157,30.7364,53.9329,2908.7533,3.37,-1.91,0.56,98,-107,-120,760,-6,-79,1.08822,"-1.32835","0.43998",1.37751,"0.62013","-1.03646",-42.7,119,42,-89.1,-20.7,19,46.4,139.7,23,118.8,10.9,-36.5,-1.0267,12.3,-36.5,-1.6,-31.4,-95.7,-1.6,43.68,59.18,0,23,5.32,97.5389,18.2743,333.9504,-9.0393,14.6451,214.4785,-56.4011,16.0942,259.0227,0.29,0.13,-0.2,25,213,-82,-217,542,145,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",46,12.25377,0,0,0,0,0,0,0,0,0,1.27,0.13,0.48,7,451,3,-124,775,697,"B"
7686,"adelmo",1322832852,956423,"02/12/2011 13:34",532,127,-43.8,164,18,"20.819259","-0.502133","-4.683414",166,18,"-0.6",164,17,"-0.6",2,0,126.3,0.4,0.2,-44.4,0.2,0.1,165.4,0.6,0.38,0.05,0.11,-0.21,49,44,-161,170,608,-311,22.9,63.2,-24.8,27,66.0305,21.7128,3.0097,9.0585,19.7123,32.1294,1032.3013,-12.2853,4.8172,23.2059,0.64,-0.75,0.89,-262,-24,-8,-293,376,517,-1.17755,"0.36355","-1.37491",-0.31005,"-1.11028","0.02461",63.2,-7.1,27,-39.6,-24.8,3,102.8,17.66,24,65.7,-25.1,-85.1,-1.0352,14.2,-36.8,-1.9,-26.1,-85.1,-1.9,40.28,48.32,0,18,5.222,102.5902,15.4513,238.7432,-4.5779,15.2758,233.3513,-51.6889,14.2089,201.893,0.39,-0.32,-0.21,-44,108,-133,-546,273,72,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",31,95.42738,0,0,0,0,0,0,0,0,0,1.4,-0.98,0.21,-305,-12,-9,-284,-492,151,"B"
7738,"adelmo",1322832854,992282,"02/12/2011 13:34",534,120,-49.1,177,17,"-1.851307","1.497720","-0.475418",177,18,"1.3",164,17,"1.3",13,0.2,124.8,1.9,3.5,-45.1,1.5,2.2,166.9,3.5,12.34,0.56,0.08,0.02,54,42,-156,210,604,-302,25.4,-58.3,-10.8,26,51.3537,-42.5092,46.5361,2165.6107,-73.2163,12.6754,160.6656,40.281,45.3568,2057.243,3.45,-1.69,1.33,92,-125,-206,726,-82,-194,0.94379,"-1.38947","0.22400",1.31135,"0.39271","-0.92743",-36.9,113,42,-85.9,-17.5,14,49,130.5,28,99.2,-9.8,-56.8,0.5958,-9.8,-56.4,0.6,-42.4,-113.8,0.6,32.57,57.44,0,19,0.8384,58.8458,20.7538,430.7195,-27.4259,6.6386,44.0707,-89.2936,17.7303,314.3634,-0.39,0.82,0.26,-18,154,-99,-360,468,132,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",40,13.47279,0,0,0,0,0,0,0,0,0,0.77,0.96,0.57,12,394,-15,-70,753,648,"B"
7767,"adelmo",1322832855,996318,"02/12/2011 13:34",535,120,-51.6,-175,19,"1.358975","2.674649","1.077027",180,19,"5.4",-180,16,"5.4",360,0.4,117.9,0.9,0.8,-51.4,0.8,0.6,-138.3,109.2,11928.47,0.1,0.11,-0.13,50,46,-175,216,597,-365,25.4,65.1,-21.9,28,67.0598,25.6229,3.2521,10.5763,17.8156,37.4337,1401.2788,-8.9552,5.5903,31.2513,0.58,-0.75,0.71,-269,-20,-30,-316,381,509,-1.09266,"-0.47944","-1.37555",-0.44163,"-0.67087","-0.20579",65.1,-1.9,28,-54.4,-21.9,3,119.5,19.99,25,100.7,-12,-54.8,-0.7036,20.1,-35.7,-0.6,-12,-57.5,-0.6,32.1,21.86,0,21,1.7336,112.1676,5.1989,27.0291,8.0325,9.0377,81.6805,-42.9683,6.0054,36.0653,1.28,-1.08,-0.69,-25,177,-109,-320,491,153,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",35,62.457,0,0,0,0,0,0,0,0,0,1.14,-1.14,-0.16,-321,107,-5,-497,-234,345,"B"
7785,"adelmo",1322832856,964292,"02/12/2011 13:34",536,124,-43.6,171,17,"-0.698398","-0.332680","0.904896",180,20,"-2.0",-180,17,"-2.0",360,1,122.2,1.2,1.3,-46.9,2.3,5.2,27.1,176.6,31183.24,-0.11,0.11,-0.33,58,44,-155,182,607,-305,16.3,-0.15,-31.8,9,36.293,17.9974,3.1047,9.6392,51.4563,21.614,467.1652,-32.6658,4.118,16.958,-3.12,0.55,0.74,-36,-60,49,556,144,377,-0.02438,"-0.11279","0.77631",-1.15422,"0.89298","-1.44884",68.1,-22.8,29,-0.2,-37.4,9,68.25,14.6,20,48.2,-30.2,-98.8,0.3335,-10.1,-43,-0.9,-32.2,-106.3,-0.9,22.12,63.33,0,18,1.1579,74.6121,22.2409,494.6596,-22.3797,5.9362,35.2383,-76.7154,19.8133,392.5656,0.14,-0.16,-0.34,-52,81,-146,-553,263,65,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",32,3.19772,0,0,0,0,0,0,0,0,0,0.61,2.5,0.71,-311,0,-16,-370,-411,225,"B"
7860,"adelmo",1322832846,948310,"02/12/2011 13:34",635,126,-43.5,164,18,"47.000000","#DIV/0!","-6.855655",164,18,"#DIV/0!",164,17,"#DIV/0!",0,0,126.9,0.2,0.1,-43.6,0.2,0,164,0,0,0.14,0.11,-0.18,52,43,-160,159,614,-308,11,66.3,-43.7,28,70.6078,17.8681,2.6502,7.0235,39.0121,25.3081,640.4991,-21.0362,12.0941,146.2683,0.45,-0.59,0.75,-275,-33,-24,-295,374,520,-0.69067,"-1.19422","-0.98310",-0.76896,"-0.40733","-0.69131",66.3,-6.3,28,-15.5,-43.7,3,81.8,37.36,25,68.3,-29,-80.5,-0.1871,22.4,-28.8,-0.8,-31.8,-86.2,-0.8,54.2,57.39,0,17,5.8538,97.2799,19.6151,384.753,-9.9345,17.1483,294.0637,-55.4149,18.5083,342.5571,0.13,-0.1,-0.13,-48,106,-121,-514,302,120,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",28,14.81776,0,0,0,0,0,0,0,0,0,0.72,2.62,1.03,-266,-57,-41,-183,-570,56,"B"
7981,"adelmo",1322832825,996295,"02/12/2011 13:33",640,124,-42.9,168,17,"-1.585044","-0.254823","-0.695930",172,18,"-1.6",168,17,"-1.6",4,0.2,123.1,0.9,0.8,-43.6,0.7,0.5,170.2,1.6,2.67,0.16,0.11,-0.15,51,44,-156,159,607,-295,-1.21,-22.6,-31,21,37.0324,10.3432,5.5676,30.9977,40.78,35.9936,1295.5389,-43.8979,6.9204,47.892,-0.93,-0.26,0.64,127,-113,-124,762,-45,-13,-1.34405,"-0.60089","-1.37500",-0.31989,"-0.35340","-0.10657",84.6,-31,27,-22.6,-56.9,8,107.2,25.9,19,63.4,-20.7,-89.3,-0.2232,-19.6,-82.1,-1.1,-32.3,-99.5,-1.1,12.67,17.45,0,21,2.6494,60.0566,4.5096,20.3362,-26.1256,3.5897,12.8861,-89.8784,3.853,14.8458,0.34,0.19,-0.08,-43,124,-163,-503,389,-50,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",42,15.45883,0,0,0,0,0,0,0,0,0,1.35,-1.75,0.1,-204,355,14,-694,493,654,"B"
8003,"charles",1322837849,976324,"02/12/2011 14:57",687,115,18,-5.07,17,"1.725700","-1.184762","1.038014",-1.5,18,"0.0",-5.1,16,"0.0",3.62,0.2,116.4,0.7,0.5,16.8,0.6,0.3,-2.6,1.1,1.26,0.08,0.11,-0.13,-19,62,-153,14,611,-310,-38.6,-36.5,-16.7,12,28.3876,-44.6809,10.8901,118.5933,-38.5894,7.4475,55.4658,0.5951,12.7219,161.8461,2.38,-1.43,1.07,62,-71,-74,679,102,198,1.27911,"-1.15171","-1.29657",1.52618,"-0.33282","-0.25973",-18.1,16.8,27,-44.6,-24.6,10,26.5,41.4,17,97.6,-9.2,58.5,-1.1653,28.5,146.5,2.6,-27.7,58.5,2.6,56.22,87.95,0,2,0.6078,22.9231,29.9951,899.7077,-11.2535,10.9265,119.3886,119.7408,16.8595,284.2438,0.24,0.14,-0.26,-2,18,12,-473,393,-176,31.9,14,-74.3,"-1.4054","-0.7095","#DIV/0!","0.3755","-0.6992","#DIV/0!",30.8,-58.5,"-1.4",4.7,-79.8,"-1.4",26.15,21.3,"0.00",15,30.38575,30.30426,6.30607,39.7665,15.07532,8.77715,77.03831,-65.34043,6.24767,39.03333,0.47,-1.38,-0.08,-68,125,15,-199,747,575,"B"
8027,"charles",1322837851,992341,"02/12/2011 14:57",688,115,18.2,-5.55,17,"-1.537500","-0.245586","-0.733570",-4.6,18,"-0.9",-6.4,17,"-0.9",1.82,0.2,116.1,0.7,0.5,18.5,0.2,0,-5.4,0.5,0.3,0.13,0.14,-0.23,-20,62,-154,15,607,-314,-30.8,-18.9,-26.5,9,87.6074,-32.4,6.6091,43.6805,11.2971,17.593,309.5151,-69.5071,25.914,671.5373,-1.25,0.03,0.39,49,-69,-35,655,66,254,-1.42134,"-1.37948","-1.72860",-0.2824,"0.09765","-0.13151",32.1,-26.5,32,-18.9,-105,6,51,78.5,26,3,-20.9,136,-0.1344,25.2,149.9,0,-42.6,41.2,0,67.78,108.72,0,3,0.1074,51.9668,35.7287,1276.5427,-0.7023,15.2572,232.7836,99.6264,31.3695,984.0444,-0.08,0.08,0,-7,1,33,-496,381,-159,-4.33,33.3,-105,"-1.4421","-1.9740","#DIV/0!","-0.0834","0.2601","#DIV/0!",36.9,178,"-1.4",24.5,-180,"-1.4",12.4,358,"0.00",29,54.69686,-33.79214,13.8017,190.48685,30.90952,4.32163,18.67649,-9.19048,158.6858,25181.18235,-0.75,1.88,0.16,-274,44,78,-652,586,725,"B"
8098,"charles",1322837854,992347,"02/12/2011 14:57",691,115,18.1,-6.72,17,"-2.061186","-0.131170","-0.198507",-5.9,18,"-0.8",-7.6,17,"-0.8",1.7,0.3,115.5,0.5,0.3,18.2,0.2,0,-6.7,0.5,0.23,0.1,0.11,-0.23,-20,62,-153,9,602,-312,-32.1,-2.6,-46.6,11,35.9704,-35.4333,4.0245,16.1969,24.1786,11.697,136.8192,-83.3333,17.242,297.2867,-2.01,0.13,0.54,-69,-78,31,447,94,494,-0.33031,"-0.79056","0.11877",-1.03295,"0.75202","-1.20954",34.3,-46.6,30,-2.6,-101,11,36.9,54.4,19,83.5,68.3,23.2,1.168,80.9,56.6,-1.1,3.8,16.3,-1.1,77.12,40.25,0,21,25.3688,95.8083,13.1042,171.7209,49.5389,21.4542,460.2844,27.9976,10.332,106.7503,-0.06,-0.34,-0.25,132,155,48,8,631,-104,-51,29.1,-168,"-1.0046","-1.8293","#DIV/0!","0.5204","-0.5082","#DIV/0!",29.1,179,"-1.0",13.8,-180,"-1.0",15.3,359,"0.00",48,4.34437,-55.29762,2.00882,4.03536,19.40952,4.7293,22.36625,39.59524,170.46952,29059.85656,-0.53,1.24,-0.26,-446,-140,20,-612,-60,296,"B"
8122,"charles",1322837855,980308,"02/12/2011 14:57",692,115,17.6,-6.29,18,"-0.241000","0.204868","1.330724",-4.9,18,"-1.5",-6.8,17,"-1.5",1.83,0.2,115.3,0.4,0.2,17.4,0.3,0.1,-5.9,0.6,0.39,0,0.11,-0.16,-20,62,-159,12,609,-307,-55.6,-28.8,5.81,25,45.5102,-49.2188,10.2408,104.8743,-22.8852,7.5931,57.6554,-8.6842,17.544,307.7913,1.22,-0.87,1.18,138,-143,-142,728,-70,-40,-0.25142,"-1.08165","-1.48914",0.92673,"-0.47245","-0.18470",-4.3,11.3,29,-30.4,-44.3,9,26.08,55.6,20,38.3,7.1,118.1,0.508,69,118.1,-0.9,1.8,20.6,-0.9,67.22,97.47,0,6,20.1702,87.9715,17.7259,314.2063,31.9237,20.5228,421.1836,52.7923,26.1892,685.8735,-0.31,0.02,0.13,4,21,52,-465,423,-100,28,21.2,-62,"-0.1363","-1.3821","#DIV/0!","-0.8552","-0.2083","#DIV/0!",43.9,-62,"-0.1",21.2,-166,"-0.1",22.7,104,"0.00",18,85.99956,-9.25625,26.1009,681.257,36.52917,6.32075,39.9519,-108.67917,33.833,1144.6719,-0.24,1.36,0.75,-120,128,43,-346,793,695,"B"
8148,"charles",1322837856,992517,"02/12/2011 14:57",693,115,18,-7.05,17,"5.996007","0.326085","2.786082",-6.4,18,"0.2",-7.7,17,"0.2",1.29,0.1,115,0,0,18.1,0.1,0,-7.2,0.3,0.09,0.14,0.11,-0.16,-23,65,-157,10,602,-312,-33.4,27.3,-83.3,27,42.8525,-33.6549,8.6228,74.3529,-3.0345,19.2138,369.1717,-40.7745,26.355,694.5839,1.43,-1.08,0.95,-259,-48,-8,-160,341,591,-1.54946,"-1.21695","-1.30343",0.12306,"0.09514","0.05596",27.3,4.2,27,-28.3,-83.3,5,55.6,87.46,22,76.3,11.5,79.5,-0.6116,31.6,152.4,1.3,-41.2,78,1.3,72.85,74.37,0,9,0.9325,28.5581,20.9904,440.5989,-3.6957,13.2786,176.3218,123.2882,17.5106,306.6196,0.06,0.74,0.03,10,60,62,-424,453,-92,33.6,18.1,-71.3,"-1.2523","-1.5952","#DIV/0!","-0.1488","0.2191","#DIV/0!",20.3,-57.9,"-1.3",7.2,-71.3,"-1.3",13.13,13.4,"0.00",10,7.7349,36.45098,2.30516,5.31375,13.13176,3.80632,14.4881,-65.13529,4.88298,23.84353,-0.08,0.03,-0.05,-72,72,-3,-153,738,541,"B"
